FLAG;PITCH;ROLL;YAW
0;79.69;20.12;233.55
0;79.58;19.94;233.42
0;79.47;19.76;233.26
0;79.38;19.60;233.13
0;79.30;19.44;233.09
0;79.22;19.30;232.92
0;79.12;19.18;232.75
0;79.07;19.02;232.50
0;79.04;18.94;232.39
0;79.02;18.87;232.31
0;78.97;18.80;232.24
0;78.88;18.73;232.19
0;78.80;18.68;232.17
0;78.74;18.63;232.15
0;78.68;18.57;232.13
0;78.64;18.52;232.13
0;78.59;18.48;232.12
0;78.49;18.40;232.10
0;78.44;18.37;232.11
0;78.39;18.35;232.13
0;78.35;18.34;232.17
0;78.32;18.34;232.20
0;78.30;18.35;232.24
0;78.29;18.36;232.28
0;78.29;18.38;232.50
0;78.29;18.41;232.60
0;78.29;18.45;232.66
0;78.29;18.48;232.68
0;78.30;18.51;232.69
0;78.31;18.55;232.69
0;78.34;18.59;232.70
0;78.36;18.64;232.72
0;78.39;18.68;232.73
0;78.43;18.70;232.72
0;78.49;18.78;232.74
0;78.64;18.99;232.76
0;78.73;19.10;232.75
0;78.81;19.15;232.70
0;78.87;19.16;232.60
0;78.94;19.20;232.54
0;79.07;19.34;232.58
0;79.19;19.47;232.59
0;79.33;19.61;232.61
0;79.46;19.76;232.64
0;79.57;19.89;232.65
0;79.83;20.19;232.58
0;79.97;20.33;232.48
0;80.10;20.43;232.37
0;80.24;20.51;232.22
0;80.37;20.56;232.04
0;80.49;20.57;231.85
0;80.61;20.54;231.63
0;80.70;20.48;231.46
0;80.83;20.28;230.97
0;80.87;20.15;230.64
0;80.90;20.00;230.27
0;80.91;19.84;229.84
0;80.90;19.69;229.37
0;80.82;19.52;228.83
0;80.65;19.28;228.26
0;80.35;19.00;227.53
0;79.91;18.67;226.92
0;78.58;17.84;225.45
0;77.76;17.39;224.46
0;76.84;16.94;223.26
0;75.82;16.50;221.83
0;74.71;16.08;220.21
0;73.46;15.65;218.36
0;72.83;15.47;217.40
0;72.20;15.29;216.45
0;67.35;15.17;209.08
0;65.58;15.61;206.82
0;63.91;16.10;204.94
0;62.16;16.63;203.23
0;60.11;17.19;201.63
0;57.44;17.72;200.26
0;54.96;18.03;199.45
0;52.46;18.23;198.87
0;49.84;18.44;198.39
0;47.00;18.75;197.91
0;40.98;19.86;196.97
0;37.65;20.81;196.48
0;34.77;21.87;196.07
0;31.75;23.24;195.68
0;28.79;24.81;195.38
0;26.02;26.46;195.20
0;23.18;28.30;195.17
0;19.78;30.58;195.33
0;16.72;32.54;195.69
0;13.19;34.61;196.31
0;6.23;37.78;198.09
0;2.38;38.95;199.33
0;-2.23;39.78;200.98
0;-6.71;40.05;202.72
0;-10.66;39.91;204.34
0;-14.91;39.35;206.16
0;-18.41;38.58;207.72
0;-20.92;37.91;208.85
0;-23.02;37.29;209.80
0;-33.77;33.17;214.91
0;-37.88;31.34;217.04
0;-41.08;29.86;218.82
0;-44.30;28.30;220.74
0;-47.10;26.85;222.53
0;-48.53;26.01;223.54
0;-49.96;25.16;224.54
0;-55.57;21.00;229.11
0;-60.40;16.28;233.90
0;-62.36;14.00;236.11
0;-64.31;11.50;238.46
0;-66.45;8.53;241.21
0;-68.25;5.96;243.62
0;-70.16;3.22;246.32
0;-71.89;0.72;248.96
0;-72.90;-0.77;250.65
0;-73.83;-2.15;252.24
0;-78.64;-10.23;262.91
0;-80.18;-13.21;267.41
0;-81.41;-15.77;271.50
0;-82.54;-18.31;275.69
0;-83.52;-20.71;279.60
0;-84.42;-23.19;283.38
0;-85.49;-26.38;287.59
0;-86.50;-29.42;291.09
0;-87.57;-32.46;294.46
0;-88.21;-34.11;296.26
0;-88.73;-35.42;297.67
0;-91.26;-40.50;301.75
0;-91.95;-41.48;301.78
0;-92.26;-41.82;301.47
0;-92.50;-41.77;300.87
0;-92.65;-41.47;300.25
0;-92.76;-40.85;299.31
0;-92.77;-39.90;298.13
0;-92.64;-38.70;296.86
0;-91.74;-35.52;294.08
0;-91.05;-33.56;292.60
0;-90.53;-31.87;291.38
0;-90.23;-30.75;290.58
0;-89.27;-27.17;287.86
0;-88.51;-24.12;285.06
0;-87.90;-21.51;282.30
0;-87.33;-19.26;279.58
0;-86.56;-16.65;276.18
0;-84.86;-12.06;269.69
0;-84.39;-11.07;268.18
0;-83.92;-10.07;266.67
0;-79.67;-3.28;255.35
0;-76.81;-0.05;249.22
0;-74.60;2.13;244.88
0;-73.33;3.22;242.64
0;-72.05;4.31;240.41
0;-67.37;7.63;233.73
0;-62.14;10.63;228.02
0;-60.06;11.69;226.17
0;-54.29;14.57;221.69
0;-51.04;16.21;219.56
0;-48.12;17.72;217.80
0;-45.48;19.09;216.29
0;-42.31;20.67;214.52
0;-39.11;22.14;212.80
0;-36.05;23.42;211.23
0;-29.23;25.84;208.01
0;-25.49;26.90;206.40
0;-21.81;27.72;204.89
0;-18.06;28.28;203.43
0;-14.39;28.52;202.07
0;-11.04;28.47;200.88
0;-7.45;28.11;199.70
0;-4.00;27.51;198.68
0;-0.61;26.71;197.80
0;6.50;24.92;196.24
0;10.21;24.12;195.47
0;13.99;23.34;194.70
0;17.79;22.41;193.96
0;21.43;21.20;193.34
0;24.68;19.71;192.92
0;28.07;17.71;192.75
0;31.37;15.64;192.88
0;34.51;13.82;193.23
0;40.28;11.05;194.21
0;42.00;10.42;194.57
0;46.63;9.11;195.65
0;48.04;8.88;196.00
0;49.44;8.65;196.35
0;55.30;8.47;197.77
0;57.45;8.65;198.20
0;59.47;8.96;198.51
0;61.49;9.36;198.70
0;65.54;10.47;198.74
0;67.34;11.09;198.67
0;68.85;11.62;198.61
0;70.32;12.14;198.55
0;71.80;12.66;198.54
0;73.09;13.11;198.63
0;74.50;13.61;198.92
0;75.70;14.05;199.47
0;76.70;14.43;200.27
0;78.45;15.23;202.91
0;79.13;15.69;204.69
0;79.56;16.07;206.12
0;79.79;16.31;207.00
0;80.42;17.12;209.54
0;80.83;17.77;211.19
0;81.14;18.33;212.43
0;81.43;19.00;213.82
0;81.57;19.37;214.60
0;81.66;19.66;215.22
0;81.79;21.21;218.99
0;81.64;21.75;220.58
0;81.44;22.15;221.93
0;81.17;22.49;223.19
0;80.79;22.79;224.50
0;80.34;23.04;225.70
0;79.85;23.23;226.81
0;79.41;23.38;227.73
0;78.98;23.53;228.56
0;78.41;23.79;229.47
0;78.30;23.91;229.54
0;78.33;23.98;229.38
0;78.47;23.99;229.05
0;78.65;23.93;228.63
0;78.73;23.83;228.22
0;78.69;23.68;227.83
0;78.53;23.49;227.52
0;78.03;23.00;227.19
0;77.80;22.76;227.12
0;77.60;22.56;227.06
0;77.42;22.37;226.98
0;77.30;22.23;226.91
0;77.25;22.13;226.82
0;77.29;22.06;226.72
0;77.38;22.02;226.63
0;77.51;22.01;226.57
0;77.61;22.01;226.56
0;77.76;22.02;226.64
0;77.89;21.96;226.99
0;77.87;21.88;227.25
0;77.82;21.76;227.53
0;77.72;21.57;227.88
0;77.61;21.37;228.28
0;77.50;21.16;228.52
0;77.39;20.91;228.72
0;77.33;20.67;228.83
0;77.33;20.28;228.78
0;77.42;20.11;228.59
0;77.56;19.98;228.33
0;77.74;19.89;228.02
0;77.94;19.83;227.67
0;78.18;19.77;227.31
0;78.43;19.73;226.97
0;78.67;19.70;226.69
0;78.88;19.66;226.43
0;79.25;19.56;226.24
0;79.39;19.48;226.30
0;79.48;19.40;226.43
0;79.52;19.34;226.55
1;79.62;19.19;226.94
0;79.69;19.08;227.24
0;79.78;18.99;227.53
0;79.88;18.90;228.01
0;80.00;18.84;228.27
0;80.22;18.78;228.51
0;80.29;18.77;228.56
0;80.50;18.75;228.74
0;80.61;18.74;228.82
0;80.69;18.74;228.90
0;80.77;18.75;228.99
0;80.83;18.76;229.20
0;80.88;18.78;229.34
0;80.91;18.81;229.45
0;80.92;18.89;229.72
0;80.91;18.94;229.88
0;80.90;19.00;229.97
0;80.88;19.06;230.05
0;80.87;19.13;230.11
0;80.85;19.21;230.15
0;80.83;19.30;230.18
0;80.81;19.39;230.20
0;80.78;19.49;230.21
0;80.75;19.71;230.24
0;80.75;19.82;230.25
0;80.76;19.93;230.27
0;80.77;20.06;230.27
0;80.79;20.17;230.16
0;80.80;20.29;230.23
0;80.81;20.40;230.32
0;78.22;18.12;228.59
0;76.93;17.02;227.76
0;76.96;17.17;228.03
0;76.97;17.26;228.27
0;76.96;17.31;228.45
0;76.95;17.35;228.61
0;76.94;17.38;228.77
0;76.93;17.40;228.94
0;76.91;17.41;229.09
0;76.89;17.41;229.22
0;76.88;17.41;229.33
0;76.87;17.42;229.49
0;76.88;17.43;229.51
0;76.90;17.43;229.50
0;76.94;17.39;229.45
0;76.96;17.40;229.43
0;76.98;17.41;229.42
0;76.99;17.41;229.25
0;77.01;17.40;229.18
0;77.02;17.38;229.19
0;77.06;17.33;229.20
0;77.08;17.29;229.20
0;77.10;17.25;229.17
0;77.14;17.20;229.14
0;77.17;17.16;229.11
0;77.20;17.12;229.08
0;77.24;17.07;229.05
0;77.27;17.01;229.03
0;77.30;16.95;229.02
0;77.36;16.84;229.08
0;77.38;16.78;229.06
0;77.41;16.74;229.04
0;77.46;16.67;229.02
0;77.50;16.62;229.06
0;77.55;16.57;229.02
0;77.59;16.53;229.00
0;77.63;16.50;228.99
0;77.68;16.47;228.93
0;77.78;16.41;228.87
0;77.82;16.39;228.86
0;77.86;16.37;228.84
0;77.91;16.35;228.74
0;77.95;16.32;228.74
0;77.99;16.30;228.75
0;78.04;16.28;228.75
0;78.09;16.26;228.67
0;78.14;16.24;228.62
0;78.19;16.22;228.62
0;78.33;16.13;228.63
0;78.42;16.07;228.63
0;78.50;16.02;228.63
0;78.57;15.97;228.61
0;78.67;15.90;228.58
0;78.76;15.83;228.62
0;78.84;15.76;228.60
0;78.91;15.70;228.57
0;78.98;15.64;228.55
0;79.13;15.48;228.47
0;79.19;15.42;228.44
0;79.22;15.38;228.41
0;79.29;15.32;228.35
0;79.35;15.25;228.28
0;79.39;15.23;228.24
0;79.44;15.22;228.18
0;79.48;15.20;228.13
0;79.54;15.26;228.11
0;79.58;15.52;227.96
0;79.51;15.65;227.88
0;79.38;15.77;227.78
0;79.19;15.86;227.55
0;78.97;15.91;227.31
0;78.77;15.90;226.94
0;78.60;15.86;226.41
0;78.43;15.80;225.70
0;78.29;15.75;225.02
0;78.16;15.70;224.40
0;77.20;15.11;221.10
0;76.63;14.76;219.67
0;75.87;14.30;218.29
0;75.05;13.80;216.92
0;74.02;13.22;215.34
0;72.95;12.64;213.82
0;71.67;11.99;212.17
0;70.22;11.29;210.45
0;67.15;10.11;206.90
0;65.47;9.76;204.96
0;63.69;9.66;202.96
0;61.99;9.80;201.15
0;59.41;10.26;198.51
0;57.67;10.68;196.78
0;55.37;11.31;194.59
0;52.77;12.12;192.37
0;50.40;12.94;190.62
0;45.48;14.77;187.62
0;42.91;15.77;186.40
0;39.99;16.98;185.23
0;37.44;18.13;184.32
0;34.21;19.84;183.29
0;32.27;21.03;182.76
0;28.68;23.46;181.94
0;25.81;25.64;181.49
0;22.98;27.96;181.23
0;17.00;33.07;181.24
0;13.87;35.72;181.53
0;10.55;38.39;182.04
0;7.05;40.96;182.79
0;3.34;43.31;183.78
0;-0.71;45.39;185.02
0;-4.72;46.85;186.42
0;-9.20;47.92;188.11
0;-13.68;48.40;189.91
0;-21.93;48.01;193.55
0;-23.95;47.63;194.53
0;-25.98;47.25;195.52
0;-33.05;44.98;199.37
0;-35.58;43.99;200.84
0;-41.28;41.04;204.57
0;-42.98;40.03;205.77
0;-49.04;35.55;210.73
0;-51.34;33.44;212.95
0;-52.79;31.96;214.47
0;-56.83;27.10;219.35
0;-60.49;21.61;224.67
0;-61.45;19.82;226.34
0;-62.41;18.04;228.01
0;-65.60;10.97;234.41
0;-66.93;7.71;237.31
0;-67.81;5.51;239.26
0;-68.52;3.75;240.83
0;-72.66;-6.07;250.00
0;-74.34;-9.88;254.03
0;-75.71;-13.04;257.70
0;-76.93;-15.95;261.37
0;-78.16;-18.98;265.53
0;-79.30;-21.87;269.84
0;-80.18;-24.17;273.47
0;-81.09;-26.69;277.49
0;-81.97;-29.34;281.67
0;-83.56;-34.77;289.70
0;-84.90;-39.19;295.53
0;-85.91;-42.18;299.34
0;-86.87;-44.76;302.55
0;-87.89;-47.18;305.46
0;-88.51;-49.20;307.58
0;-90.01;-50.52;308.55
0;-92.08;-50.79;308.66
0;-92.73;-50.83;308.96
0;-92.33;-50.76;309.08
0;-92.61;-50.45;308.69
0;-93.91;-49.09;306.52
0;-94.25;-48.31;305.41
0;-94.60;-47.53;304.30
0;-91.95;-43.42;300.92
0;-89.79;-41.43;300.21
0;-88.00;-39.31;299.42
0;-86.62;-36.73;298.14
0;-85.98;-34.34;296.41
0;-85.56;-30.11;292.07
0;-85.45;-28.79;290.46
0;-85.34;-27.47;288.84
0;-84.27;-21.86;281.70
0;-83.52;-19.35;278.39
0;-82.39;-16.13;274.07
0;-81.23;-13.31;270.16
0;-80.22;-11.08;267.02
0;-79.35;-9.39;264.57
0;-77.24;-5.69;259.02
0;-73.28;0.22;249.63
0;-72.08;1.89;246.92
0;-67.22;8.12;237.09
0;-65.78;9.64;234.82
0;-64.54;10.91;232.96
0;-60.28;14.72;227.56
0;-56.81;17.51;223.81
0;-54.12;19.56;221.19
0;-52.71;20.59;219.93
0;-48.16;23.74;216.11
0;-40.53;28.03;210.62
0;-37.45;29.49;208.66
0;-34.17;30.83;206.74
0;-32.22;31.51;205.67
0;-30.60;32.03;204.82
0;-24.13;33.48;201.69
0;-18.18;33.89;199.16
0;-9.60;33.07;195.93
0;-5.45;31.99;194.53
0;-1.50;30.53;193.31
0;1.89;29.02;192.39
0;5.40;27.46;191.58
0;9.14;25.85;190.84
0;11.38;24.90;190.46
0;12.94;24.24;190.21
0;21.73;20.14;188.95
0;25.30;18.08;188.58
0;28.22;16.17;188.41
0;31.18;14.14;188.41
0;33.91;12.25;188.63
0;37.00;10.11;189.10
0;39.91;8.15;189.79
0;42.48;6.48;190.65
0;44.94;5.01;191.69
0;47.32;3.84;192.88
0;51.70;2.95;195.15
0;53.91;3.31;196.03
0;55.83;4.01;196.56
0;57.57;4.89;196.84
0;59.29;5.79;197.02
0;61.07;6.66;197.22
0;62.84;7.42;197.56
0;64.46;8.02;198.10
0;65.96;8.49;198.87
0;68.88;9.28;201.32
0;70.38;9.77;203.18
0;71.50;10.20;204.76
0;72.66;10.71;206.58
0;73.72;11.22;208.39
0;74.67;11.74;210.17
0;75.50;12.28;211.83
0;76.25;12.86;213.47
0;76.93;13.48;215.01
0;78.01;14.66;217.49
0;78.48;15.30;218.56
0;78.74;15.79;219.40
0;78.81;16.10;220.25
0;78.67;16.24;221.27
0;78.42;16.26;222.24
0;78.21;16.31;223.01
0;78.11;16.45;223.50
0;78.07;16.66;223.78
0;78.01;17.12;223.91
0;77.92;17.29;223.95
0;77.78;17.38;224.06
0;77.52;17.42;224.29
0;77.22;17.44;224.59
0;76.92;17.43;224.92
0;76.62;17.41;225.24
0;76.32;17.39;225.53
0;76.07;17.38;225.71
0;75.68;17.39;225.70
0;75.53;17.39;225.45
0;75.42;17.40;225.12
0;75.31;17.40;224.72
0;75.22;17.38;224.32
0;75.13;17.34;223.95
0;75.03;17.28;223.60
0;74.93;17.19;223.19
0;74.83;17.08;222.81
0;74.64;16.81;222.36
0;74.55;16.65;222.13
0;74.48;16.53;221.78
0;74.40;16.41;221.66
0;74.33;16.30;221.57
0;74.28;16.22;221.51
0;74.25;16.15;221.46
0;74.24;16.11;221.44
0;74.25;16.08;221.44
0;74.32;16.06;221.45
0;74.48;16.04;221.51
0;74.55;16.02;221.57
0;74.58;16.01;221.62
0;74.60;15.99;221.67
0;74.66;15.92;221.87
0;74.65;15.88;222.02
0;74.62;15.86;222.23
0;74.59;15.85;222.44
0;74.58;15.87;222.57
0;74.61;16.00;222.88
0;74.67;16.14;223.09
0;74.74;16.30;223.29
0;74.82;16.48;223.45
0;74.91;16.71;223.69
0;75.01;16.96;223.97
0;75.09;17.20;224.23
0;75.17;17.45;224.46
0;75.26;17.76;224.69
0;75.27;18.29;225.39
0;73.98;17.85;225.29
0;73.73;17.85;225.35
0;73.74;17.94;225.45
1;73.74;18.30;226.18
0;73.70;18.46;226.62
0;73.65;18.56;226.84
0;73.60;18.62;226.99
0;73.57;18.66;227.11
0;73.54;18.69;227.22
0;73.36;18.86;227.81
0;73.28;18.90;227.94
0;73.23;18.90;227.98
0;73.19;18.91;228.00
0;73.18;18.85;227.88
0;73.18;18.79;227.79
0;73.19;18.74;227.73
0;73.20;18.70;227.69
0;73.19;18.69;227.68
0;73.18;18.69;227.67
0;73.10;18.57;227.70
0;73.07;18.51;227.74
0;73.05;18.44;227.63
0;73.04;18.37;227.61
0;73.04;18.30;227.68
0;73.04;18.22;227.76
0;73.03;18.18;227.82
0;73.03;18.04;228.12
0;73.08;17.84;228.34
0;73.11;17.77;228.41
0;73.15;17.70;228.47
0;73.19;17.64;228.52
0;73.24;17.57;228.57
0;73.26;17.50;228.62
0;73.26;17.43;228.62
0;73.25;17.34;228.63
0;73.20;17.14;228.80
0;73.17;17.04;228.91
0;73.13;16.95;229.02
0;73.10;16.84;229.15
0;73.07;16.73;229.26
0;73.06;16.64;229.34
0;73.05;16.57;229.46
0;73.05;16.50;229.52
0;73.07;16.45;229.52
0;73.13;16.33;229.42
0;73.17;16.29;229.46
0;73.22;16.21;229.41
0;73.25;16.15;229.39
0;73.28;16.10;229.39
0;73.30;16.05;229.47
0;73.33;16.00;229.59
0;73.37;15.94;229.67
0;73.41;15.92;229.76
0;73.49;15.94;229.90
0;73.66;15.98;230.25
0;73.75;16.02;230.37
0;73.85;16.06;230.49
0;73.93;16.11;230.61
0;74.01;16.16;230.73
0;74.08;16.23;230.85
0;74.16;16.32;230.96
0;74.23;16.43;231.13
0;74.40;16.75;231.34
0;74.50;16.95;231.32
0;74.60;17.14;231.28
0;74.73;17.35;231.22
0;74.87;17.57;231.19
0;75.01;17.78;231.18
0;75.16;17.98;231.21
0;75.30;18.17;231.27
0;75.44;18.32;231.36
0;75.70;18.58;231.66
0;75.82;18.68;231.86
0;75.92;18.73;232.03
0;76.04;18.75;232.26
0;76.15;18.73;232.45
0;76.25;18.68;232.60
0;76.37;18.61;232.84
0;76.49;18.52;232.99
0;76.60;18.42;233.04
0;76.72;18.30;233.04
0;76.97;18.05;233.04
0;77.09;17.92;232.86
0;77.23;17.80;232.62
0;77.33;17.71;232.42
0;77.46;17.60;232.25
0;77.62;17.46;232.03
0;77.75;17.36;231.80
0;77.86;17.27;231.63
0;77.95;17.20;231.51
0;78.21;17.01;231.38
0;78.28;16.96;231.36
0;78.40;16.88;231.37
0;78.50;16.81;231.41
0;78.59;16.76;231.47
0;78.68;16.70;231.52
0;78.77;16.65;231.54
0;78.85;16.62;231.61
0;78.92;16.59;231.69
0;78.96;16.57;231.68
0;79.00;16.56;231.67
0;79.25;16.57;231.50
0;79.34;16.61;231.40
0;79.42;16.69;231.26
0;79.49;16.79;231.13
0;79.56;16.94;231.01
0;79.59;17.15;230.90
0;79.59;17.35;230.79
0;79.57;17.55;230.64
0;79.41;17.94;229.95
0;79.31;18.15;229.46
0;79.22;18.30;229.01
0;79.15;18.38;228.68
0;79.08;18.43;228.42
0;78.69;18.46;227.45
0;78.19;18.29;226.72
0;77.54;17.98;225.98
0;76.59;17.53;225.11
0;74.98;16.79;223.69
0;74.36;16.51;223.22
0;71.71;15.23;220.84
0;70.04;14.52;219.04
0;68.45;13.98;217.22
0;66.69;13.57;215.19
0;64.77;13.36;213.05
0;62.39;13.43;210.52
0;60.22;13.70;208.27
0;55.28;15.06;203.21
0;52.85;16.01;201.02
0;50.50;16.99;199.24
0;47.93;18.07;197.69
0;45.25;19.15;196.45
0;42.49;20.18;195.50
0;39.40;21.25;194.74
0;36.36;22.22;194.23
0;34.79;22.70;194.07
0;33.22;23.19;193.92
0;22.84;26.72;193.94
0;20.36;27.68;194.08
0;18.64;28.38;194.19
0;12.21;31.25;194.85
0;8.26;33.17;195.47
0;4.45;35.03;196.25
0;0.57;36.84;197.21
0;-3.24;38.46;198.28
0;-12.32;41.24;201.47
0;-16.33;41.92;203.07
0;-20.89;42.28;205.04
0;-25.80;42.03;207.36
0;-29.93;41.20;209.53
0;-33.44;39.92;211.57
0;-36.71;38.16;213.69
0;-39.79;35.84;215.92
0;-42.52;33.20;218.11
0;-47.64;26.88;222.63
0;-48.61;25.54;223.55
0;-49.59;24.20;224.47
0;-53.23;19.02;228.15
0;-55.37;15.86;230.53
0;-57.19;13.09;232.73
0;-58.92;10.34;235.01
0;-60.53;7.67;237.31
0;-61.96;5.20;239.51
0;-62.41;4.41;240.24
0;-62.86;3.62;240.98
0;-63.30;2.84;241.72
0;-66.97;-3.53;248.34
0;-71.10;-10.67;257.07
0;-72.46;-13.14;260.30
0;-73.78;-15.68;263.78
0;-74.93;-18.13;267.35
0;-76.45;-22.08;273.84
0;-77.71;-26.24;281.04
0;-78.46;-28.71;284.77
0;-79.50;-31.59;288.46
0;-80.82;-34.58;291.70
0;-81.99;-36.83;293.92
0;-82.92;-38.35;295.31
0;-86.31;-43.26;299.93
0;-89.00;-46.57;303.48
0;-93.70;-51.78;310.09
0;-95.68;-53.32;312.16
0;-97.50;-54.23;313.49
0;-98.60;-54.63;314.32
0;-99.09;-54.81;315.05
0;-98.80;-54.74;315.58
0;-98.13;-54.43;315.73
0;-97.42;-53.78;315.36
0;-96.97;-52.86;314.42
0;-96.85;-52.23;313.65
0;-96.74;-51.60;312.87
0;-96.51;-45.43;304.21
0;-96.14;-43.20;301.04
0;-95.52;-40.80;297.73
0;-94.61;-38.13;294.14
0;-93.78;-35.94;291.26
0;-93.23;-34.58;289.51
0;-91.37;-30.17;283.91
0;-89.79;-26.62;279.45
0;-88.59;-23.87;275.97
0;-86.16;-17.74;267.70
0;-85.33;-15.64;264.66
0;-84.73;-14.14;262.42
0;-82.25;-8.62;253.91
0;-80.55;-5.33;248.78
0;-79.70;-3.80;246.43
0;-76.87;0.96;239.13
0;-74.42;4.50;233.75
0;-72.65;6.74;230.37
0;-68.47;11.36;223.58
0;-66.91;12.91;221.35
0;-61.77;17.57;215.14
0;-59.66;19.32;212.96
0;-58.28;20.44;211.62
0;-53.41;24.06;207.42
0;-50.80;25.82;205.42
0;-48.33;27.35;203.70
0;-45.10;29.18;201.62
0;-38.78;32.25;198.01
0;-35.35;33.63;196.28
0;-31.73;34.82;194.59
0;-27.96;35.73;192.94
0;-24.04;36.30;191.33
0;-20.17;36.50;189.83
0;-16.70;36.39;188.56
0;-11.94;35.70;186.95
0;-8.83;34.96;185.98
0;-1.06;32.45;183.91
0;3.18;30.92;183.03
0;6.75;29.61;182.42
0;10.35;28.18;181.91
0;13.84;26.63;181.54
0;17.02;25.08;181.30
0;20.36;23.37;181.19
0;23.66;21.70;181.19
0;26.66;20.27;181.28
0;33.14;17.17;182.00
0;36.31;15.68;182.63
0;39.20;14.42;183.36
0;42.10;13.30;184.23
0;45.09;12.39;185.20
0;47.96;11.77;186.16
0;50.67;11.39;187.07
0;53.49;11.16;188.09
0;56.16;11.05;189.24
0;58.35;11.06;190.37
0;63.23;11.51;193.69
0;65.44;12.03;195.53
0;67.37;12.67;197.24
0;69.31;13.50;199.05
0;71.15;14.41;200.95
0;72.86;15.35;202.99
0;74.39;16.28;205.21
0;75.64;17.10;207.36
0;76.79;17.98;209.71
0;78.54;19.74;214.33
0;79.11;20.62;217.26
0;79.07;21.12;221.64
0;78.41;21.20;227.19
0;77.42;21.11;232.22
0;76.44;21.08;235.75
0;75.67;21.09;237.84
0;75.06;21.13;239.02
0;74.68;21.33;239.01
0;74.79;21.64;238.30
0;74.96;22.09;237.48
0;75.26;22.54;236.75
0;75.58;22.85;236.31
0;75.66;23.00;236.14
0;75.43;23.04;236.08
0;74.92;22.90;235.94
0;74.61;22.65;235.71
0;74.01;21.84;234.96
0;73.52;21.33;234.63
0;72.92;20.80;234.43
0;72.29;20.28;234.34
0;71.68;19.80;234.31
0;71.08;19.33;234.27
0;70.52;18.90;234.16
0;70.12;18.63;233.96
0;69.87;18.49;233.67
0;69.58;18.46;232.52
0;69.58;18.58;231.85
0;69.59;18.72;231.25
0;69.62;18.89;230.60
0;69.64;19.05;229.98
0;69.66;19.15;229.50
0;69.67;19.18;229.24
0;69.68;19.22;228.97
0;69.70;19.09;227.88
0;69.67;18.90;227.51
0;69.51;18.19;226.82
0;69.39;17.68;226.54
0;69.31;17.30;226.38
0;69.25;17.01;226.27
0;69.05;16.03;225.92
0;68.92;15.32;225.64
0;68.84;14.79;225.39
0;68.79;14.24;225.02
0;68.78;13.74;224.66
0;68.88;12.95;223.88
0;68.97;12.64;223.50
0;69.06;12.42;223.18
1;69.16;12.25;222.94
0;69.23;12.16;222.79
0;69.45;11.96;222.51
0;69.58;11.91;222.41
0;69.67;11.90;222.49
0;69.82;11.91;222.74
0;70.05;12.01;223.54
0;70.14;12.09;224.09
0;70.22;12.19;224.69
0;70.28;12.29;225.33
0;70.34;12.41;226.05
0;70.38;12.56;226.86
0;70.40;12.69;227.56
0;70.42;12.87;228.48
0;70.43;13.04;229.25
0;70.42;13.46;230.96
0;70.42;13.70;231.67
0;70.43;13.95;232.29
0;70.44;14.22;232.90
0;70.47;14.51;233.48
0;70.52;14.80;233.91
0;70.57;15.08;234.26
0;70.63;15.38;234.60
0;70.68;15.68;234.88
0;70.75;16.25;235.53
0;70.75;16.51;235.90
0;70.75;16.73;236.21
0;70.73;16.93;236.52
0;70.71;17.11;236.89
0;70.67;17.29;237.29
0;70.65;17.43;237.64
0;70.61;17.59;238.02
0;70.59;17.73;238.37
0;70.53;17.98;238.99
0;70.50;18.13;239.32
0;70.47;15.15;237.37
0;70.44;12.16;235.40
0;70.44;12.26;235.67
0;70.44;12.34;235.89
0;70.43;12.40;236.11
0;70.43;12.46;236.34
0;70.42;12.50;236.55
0;70.41;12.55;236.83
0;70.41;12.56;236.93
0;70.41;12.56;237.14
0;70.41;12.54;237.34
0;70.42;12.50;237.44
0;70.43;12.46;237.33
0;70.44;12.39;237.50
0;70.46;12.32;237.65
0;70.47;12.23;237.79
0;70.50;11.92;237.81
0;70.51;11.74;237.91
0;70.50;11.56;237.99
0;70.50;11.37;238.00
0;70.50;11.17;237.94
0;70.49;10.98;237.96
0;70.47;10.80;237.95
0;70.46;10.64;237.92
0;70.45;10.45;237.66
0;70.45;10.18;237.44
0;70.49;10.09;237.34
0;70.55;10.03;237.16
0;70.60;10.00;237.00
0;70.64;9.99;236.92
0;70.66;9.95;236.82
0;70.67;9.92;236.71
0;70.70;9.90;236.47
0;70.73;9.88;236.36
0;70.86;9.91;236.32
0;70.99;10.02;236.26
0;71.13;10.11;236.22
0;71.26;10.17;236.28
0;71.40;10.21;236.33
0;71.54;10.23;236.33
0;71.67;10.23;236.17
0;71.73;10.16;236.11
0;71.79;10.09;236.04
0;71.96;9.93;235.69
0;72.05;9.85;235.48
0;72.14;9.79;235.33
0;72.25;9.73;235.18
0;72.36;9.67;234.99
0;72.48;9.62;234.71
0;72.62;9.59;234.53
0;72.86;9.66;234.44
0;73.02;9.66;234.31
0;73.19;9.65;234.13
0;73.59;9.66;233.78
0;73.87;9.74;233.64
0;74.20;9.87;233.48
0;74.49;9.98;233.30
0;74.76;10.09;233.20
0;75.01;10.19;233.09
0;75.22;10.24;232.94
0;75.46;10.31;232.63
0;75.68;10.35;232.44
0;76.15;10.26;232.02
0;76.40;10.10;231.63
0;76.63;9.90;231.15
0;76.86;9.68;230.69
0;77.10;9.40;230.11
0;77.29;9.12;229.60
0;77.40;8.70;228.83
0;77.35;8.24;228.16
0;77.21;7.71;227.36
0;76.52;5.94;224.44
